19510122,0,160,46
19510126,3,115,54
19510127,8,132,46
19510310,118,115,36
19510311,2,124,5
19510312,12,180,98
19510316,0,192,90
19540217,22,132,55
19540218,0,111,40
19540219,0,104,20
19540302,58,144,102
19540303,16,150,116
19540304,0,160,77
